conversation_id,conversation,cluster,intent,reason
193,"Customer: @AppleSupport This is how every new lock-screen notification displays iPhone 8+, iOS 11.1 https://t.co/ejeJkbrVPm
AppleSupport: @505224 We'd be happy to help. Have you tried restarting the device? If this does not work, send us a DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport @505224 My wife’s phone is doing this, and no a restart does not fix it. It briefly stops it but then it starts again.
Customer: @505225 @AppleSupport I reset the settings and it seems to have worked.
AppleSupport: @505225 We can help with your wife's iPhone. DM us and we'll look into what's going on. https://t.co/GDrqU22YpT",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
194,"Customer: Still some major issues with Spotify compadability with new ios it won’t show what’s playing on lock screen i had to delete music app too @AppleSupport @115858 @115888
AppleSupport: @567733 We want you to be in control of your music. Can you DM the exact iOS version you're using?  We'll go from there. https://t.co/GDrqU22YpT",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
195,"AppleSupport: @759023 Definitely not what we want you to experience. Please let us know which iPhone model you're using, and exactly what's going on since the update. We'd love to help with any issues you're seeing.",13,IPHONE_GENERAL_ISSUE,"All conversations involve customers reporting unspecified problems with their iPhones, prompting support to request general details like device model and iOS version to diagnose the issue."
196,"Customer: Hey @AppleSupport If I recently bought a new android but I am unsatisfied with it and want to switch back to apple, am I able to trade it in
AppleSupport: @709418 Great question! You'll have to see what offers your Android's manufacturer or even your carrier has by reaching out to them.
Customer: @AppleSupport @709418 Keep your Android. OS11 is hot
Customer: @AppleSupport @709418 Horrible *
Customer: @AppleSupport @709418 Android is open-source
You can root it
Android is Linux
download LineageOS and see how it’s cool.
Customer: @AppleSupport @709418 And you can install themes, not like on IOS
Because IOS sucks
Customer: @AppleSupport @709418 Or get a jailbreak, It’s not dying
Customer: @AppleSupport @709418 Btw, what’s your android smartphone? Some Manufacturers are doing shit with android, like Sony and Samsung
Customer: @536818 @AppleSupport @709418 They’re unhappy with the product let them be a human and make their own choices.
Customer: @709421 @AppleSupport @709418 He brought a smartphone, it’s not free
I propose to him a solution 🤷🏼‍♂️
Customer: @536818 @AppleSupport @709418 You say that, because you can't afford an iPhone and you know it's better.
Customer: @667599 @AppleSupport @709418 I got an iPhone 7 rn
Before i got a Samsung galaxy S6 edge
It was good tho
Customer: @667599 @AppleSupport @709418 Btw, IOS looks pretty good
Customer: @709421 @AppleSupport @709418 Btw the nigga blocked me,
Sad..
Customer: @AppleSupport Hey @AppleSupport I just upgraded to iOS 11 and I'm unsatisfied.
Customer: @AppleSupport Wait are you serious @AppleSupport!? All apple stores can trade in android devices. Don’t turn customers away like that!
Customer: @536818 @AppleSupport @709418 Your the only sad “Nigga” here troll
Customer: @AppleSupport Always a dumb answer from you “guys” on @Applesupport or no answer.
Customer: @AppleSupport @709418 Latest iOS update sucks my iPhone 6s+ is all over the place as if it’s on drugs
Customer: @AppleSupport @709418 Android is build for a product of 80 euro:bugs,freeze and crash of applications.Poor quality.No privacy for customers.Bad imitation of Apple
Customer: @709421 @AppleSupport @709418 ._.
Customer: @304885 @AppleSupport They will just tell you to restore the phone as the problem is ‘never’ their fault you see.
Customer: @276117 @AppleSupport lol. Yeah IOS 11 sucks.
Customer: @304885 @AppleSupport It does that.
Customer: @276117 @AppleSupport That's y I downgraded back to iOS 10 while Apple still signed it
Customer: @304885 @AppleSupport Yeh I didn’t manage too blind faith told me 11.0.1 would fix it... balls",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
197,"Customer: @AppleSupport are y’all gonna ever fix this bug where I️ can’t type the letter eye ?
AppleSupport: @183195 Thanks for your patience &amp; understanding! We have a workaround for you. Check it out here: https://t.co/sDSg93LaFu",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
198,"Customer: @AppleSupport Sooo, why isn’t the clock visible anymore when watching videos and tapping on the screen to toggle controls on the iPhone X? 🤔
Annoys the crap out of me…
AppleSupport: @143272 Thanks for reaching out! Which app are you using to watch the videos?
Customer: @AppleSupport Well, Videos app ;)
In Germany we still don‘t have the ominous TV app…
I’m watching synced videos from iTunes.
Customer: @AppleSupport See for yourselves ;) https://t.co/5iDc41YMgE
AppleSupport: @143272 Thanks so much for the info and screenshot. Do you experience this when you're using other apps as well? https://t.co/GDrqU22YpT
Customer: @AppleSupport Which apps would you suggest? Most apps bring their own interface, clock in YouTube for instance appears just fine.
AppleSupport: @143272 With the iPhone X, you can swipe up on the screen to get back to your Home screen to see the time. We value your opinion and would love it if you could leave feedback about this here: https://t.co/eTPVYVFyd8
Customer: @AppleSupport With all other phones a tap is enough and less interruptive.
Customer: @AppleSupport Even when pulling down the control center, which at least wouldn’t stop playback, there’s no clock.
AppleSupport: @143272 We appreciate the information. While using your iPhone X in landscape mode, you can swipe down from the center to see the time. DM us if this isn't working for you. https://t.co/GDrqU22YpT
Customer: @AppleSupport That’s better than nothing. But you still have to swipe pretty far down. I liked it better before, can’t see why there wouldn’t be any room for the clock and video controls while on my 6s there obviously was. Thanks!
AppleSupport: @143272 You're welcome. Feel free to reach out to us if you have any further questions.  Have a great day!",16,APPLE_WATCH_ISSUE,"All conversations involve customers reporting specific technical problems, bugs, or malfunctions with their Apple Watch devices and seeking assistance to resolve them."
199,"Customer: @AppleSupport my phone is seriously dying within 10 min use! It was literally at 80%. How is it possible?!? #iOS11 😑
AppleSupport: @595162 We want to help with your iPhone's battery. Please DM us details on what apps are in use and we'll work together there. https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
200,"Customer: Does anyone want to tell me why I just got a call from my own number? It’s not October anymore @AppleSupport stop tryna be spooky
Customer: @AppleSupport Update: they called me again and I answered but they hung up
AppleSupport: @452982 That's curious. Was this a FaceTime call? What's the iOS shown in Settings &gt; General &gt; About?",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
201,"Customer: @AppleSupport Hey My Iphone Keeps Restarting And Its Turning Itself On And Off What Do I Do ?
AppleSupport: @248715 You're in the right place for help. To ensure we provide the best support, we'd like to gather more information. Does this happen when using specific applications or is it completely randomly? Also, what iOS version is shown in Settings &gt; General &gt; About?
Customer: @AppleSupport It’s Actually a IPod 6th, IOS 11.1.2
AppleSupport: @248715 When the iPod is restarting, is it only starting up to the Apple Logo before it restarts again or are you able to access and use the iPod for a period of time before it restarts again? https://t.co/GDrqU22YpT
Customer: @AppleSupport Access The Ipod Then it Shuts Off Again
AppleSupport: @248715 Got it, thanks. Do you notice this occurs more often when using a particular app or is it any use?
Customer: @AppleSupport It Just Started Today
AppleSupport: @248715 We'd like some additional information to assist. Send us a DM using the link below and we'll continue. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
202,"AppleSupport: Make your Apple ID more secure and keep your personal information safe with two-factor authentication. Here's how it works. https://t.co/lcjIwpnciB
Customer: @AppleSupport One of the worst things Apple got and I had to suffer
Customer: @672994 @AppleSupport You can deactivate it from the Apple ID website.
Customer: @AppleSupport It is a normal behavior the 6-digits code appears IN THE SAME trusted device wherein I'm logging into my Apple ID?
AppleSupport: @245886 We'd like to look into this with your further. Please tell us more about your trouble with logging in via DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport I've had to do it multiple times when I reset my device and how do I change trusted device from old phone to new phone?
AppleSupport: @165258 We're happy to help. Check out the ""View and manage your trusted devices"" section in this article: https://t.co/dSCGMB4BU5
Customer: @AppleSupport My battery is dying very quickly after the 11 upgrade
Customer: @AppleSupport I have a question
AppleSupport: @168280 Let's take a look at this together. DM us your iOS version to get started. https://t.co/GDrqU22YpT
Customer: @AppleSupport @168280 🙋‍♂️🙋‍♂️🙋‍♂️🛎🛎🛎
Customer: @AppleSupport somebody will help me deal with the problem of the iPhone / iPad or not?????!
Customer: @AppleSupport I tried 2-factor last year and had to enter passwords six times a day. Is it fixed now? Real question, thank you💗
AppleSupport: @165259 How can we assist? Let us know the details in DM and we'll start there. https://t.co/GDrqU22YpT
Customer: @AppleSupport I  already wrote to DM https://t.co/JQyY5PpBTH
AppleSupport: @165259 Send us a DM with more information about what you are experiencing and we can go over some options. https://t.co/GDrqU22YpT
AppleSupport: @602635 We'd be happy to make sure two-factor authentication works for you. Send us a DM and we'll start there. https://t.co/GDrqU22YpT
Customer: @AppleSupport Already it is very secure.I am unable to open my ipad mini as i forgot the password.To recover password i got to remember bunch of answers
Customer: @AppleSupport Thank you. I'm writing to you via DM.
Customer: @245886 @AppleSupport Yes right without the password,
Customer: @AppleSupport I hate it,can no longer get my emails via Outlook from https://t.co/thPSyIRDjo
AppleSupport: @276114 We'd like to see if we can help with this. To get started, DM us more information. We'll meet you there. https://t.co/GDrqU22YpT
Customer: @AppleSupport When i open my WhatsApp directly then my phone 📞 show a black screen
Customer: @AppleSupport Kindly do is as soon as possible 
My mail id is- __email__ https://t.co/a37HK15CYL
AppleSupport: @276727 We'd love to look into this with you. What device are you currently using with Outlook?
Customer: @AppleSupport I need your help
Customer: @AppleSupport I can't change time system for my apps on Iphone 6s. It always shows American AM&amp;PM system in every app instead of 24h?
AppleSupport: @280651 There may be a few options to help speed up recovery time. Check them out here: https://t.co/SnE0Z3ADUS
AppleSupport: @605755 Thanks for reaching out. Let's start by trying these steps: https://t.co/3WF5Z1DBGa If the issue persists, let us know by DM. https://t.co/nYknMGviju
AppleSupport: @174696 We’ve received your DM and will continue there shortly. Thank you for your patience.
AppleSupport: @174841 We'd like to help! Are you getting any errors or is the option for 24h not present?
Customer: @AppleSupport In settings I have option to put 24h time system, but it only shows 24h on top of the phone, in every app including Apple apps I get AM&amp;PM.
AppleSupport: @174841 Thanks for letting us know. Can you DM us a few examples of apps you're seeing this behavior in? DM us here: https://t.co/GDrqU22YpT
Customer: @AppleSupport I have a question, can I order flight when I am using nonsecured WiFi? Does it safe?
AppleSupport: @176779 We'd like to be sure we understand your question. You're asking if it's safe to book a flight over an open Wi-Fi. Correct?
Customer: @AppleSupport Correct!
AppleSupport: @176779 Your information is safe on a secure password protected Wi-Fi network. Here's how to connect to one: https://t.co/2NrOWL1Nnw
Customer: @AppleSupport 6sp ios11.1 is really power hungry when I use it!
Customer: @AppleSupport You're Apple ID is so secure, that I'm unable to log into my own iTunes account. #Useless
AppleSupport: @610026 We’ve got your back, we’ll be glad to take a closer look at the battery on the iPhone! Let us know more via DM please. https://t.co/GDrqU22YpT
Customer: @AppleSupport  https://t.co/FbUwcO47Rh
AppleSupport: @610144 We'd be happy to see how we can help. Have you tried resetting your password yet? Here's how: https://t.co/fJnZYmbI9N https://t.co/GDrqU22YpT
Customer: @AppleSupport I can't login to my account and I can't change my Security Question it keeps show me this message : we do not have. Sufficient information .
AppleSupport: @189532 For help with this issue, you'll be best supported by contacting our Account Security team here: https://t.co/UJm15vmMM2
Customer: @AppleSupport Forgot my password. Filled in the recovery form. No reply from Apple in 3 days. What is going on ? No support
Customer: @AppleSupport All done now. But it took a while as the verify number u sent didn't work 3 times!
Customer: @AppleSupport On my MBP with Yosemite I can’t update any app nor download new because verification always fail. How do I turn it off?
AppleSupport: @303257 Our Account Security team would best be able to assist you. You can contact them here:  https://t.co/UJm15vmMM2
AppleSupport: @304181 We've got your DM and will continue there shortly.
Customer: @AppleSupport When I open the link it show me that 
We’re Sorry.
CAS.error.CASWS-INPUT-VAL-01
7ebd72a9-b31f-4a69-8235-9e81ef2a7d10
AppleSupport: @189532 Can you test a different browser or device? If not, connect in your region with the details here: https://t.co/mq28K5VwJP
Customer: @AppleSupport Yes it's working with different country but now when I chose reset Security question it keeps show me that https://t.co/Z8LJWqZ3vo
AppleSupport: @189532 Let's get you in the right direction for support.  Please contact our Apple Security Team here: https://t.co/UJm15vmMM2
Customer: @AppleSupport Why I can't reset my Security question with my Email :(
AppleSupport: @189532 If you are having difficulty with your Apple ID, our Account Security folks should be able to help: https://t.co/UJm15vmMM2
Customer: @AppleSupport This is not 2fa. This is 1.5fa at best. If you care about security, I'm more than happy to bring my compromised devices to your campus.
AppleSupport: @612377 Privacy and security is extremely important to us here at Apple and want to do all we can to help. Join us in a DM here: https://t.co/GDrqU22YpT
Customer: @AppleSupport Why can I not download anything my Apple ID is already in like help me
AppleSupport: @208757 Let’s dig deeper to see what we can find out! What happens when you try to download something? Do you get an error?
Customer: @AppleSupport It doesn't work!
Customer: @AppleSupport @189532 The 2nd step is impossible if the phone is broken.
AppleSupport: @189533 We're here to help. We're currently working with you in DM. Please look for our response shortly.
Customer: @AppleSupport i am not receiving the verifctn code on my trusted numbr despite numerous requests, what could be the problem. cant even use my new device
AppleSupport: @360649 We've got you covered. Check out this guide and let us know if you have questions: https://t.co/gZlEJEsNrU
Customer: @AppleSupport After use the two factor authentication,I can’t login the id again ,how to turn off the 2factor authentication?
AppleSupport: @316822 We can help you. Click here for more information on two-factor authentication: https://t.co/RONuUjClwW
Customer: @AppleSupport No it just does not install
AppleSupport: @208757 Let's meet in DM to explore this more. https://t.co/GDrqU22YpT
Customer: @AppleSupport I got the new iOS update and it worked thank you so much.
AppleSupport: @208757 We're glad to hear it. If you have questions in the future, you know where to find us. Have a great day.
Customer: @AppleSupport If I was to turn it off on my account, how would I do it?
AppleSupport: @203476 We'd love to help. The last question here should be helpful: https://t.co/CtKIA4rhmN
Customer: @AppleSupport But when I go to try and turn it off on your Apple ID page, it gives me security questions that I have never answered before.
Customer: @672994 @245886 @AppleSupport But I tried to disable it from the Apple ID website, but it gave me security questions that I have never answered before.
AppleSupport: @203476 In that case we'll want to get you hooked up with the Apple ID experts here: https://t.co/UJm15vmMM2
Customer: @AppleSupport I can’t verify my identity on the public beta software website.
AppleSupport: @203476 Let's look into this for you. Send us a DM with the exact message you receive on the website. https://t.co/GDrqU22YpT
Customer: @AppleSupport I fixed it. I was trying to enter the verification code on the same device.
AppleSupport: @203476 Thats good to hear. We're glad you were able to resolve the issue.",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
203,"Customer: Ok @AppleSupport why are my videos stuck in “Preparing...” when I’m trying to AirDrop files to my MacBook Pro?!
AppleSupport: @808562 We'd like to hear more about this. May we ask what method you're using to Airdrop? How big are the files?
Customer: @AppleSupport Going from my iPhone X to MacBook Pro. Using the photos app on my phone, selecting the file, 4K file about 19 seconds long. I’ve noticed it’s any video from a certain time and before it that’s doing this.
AppleSupport: @808562 Do other files send? Have you tried restarting both devices to see if it helps?
Customer: @AppleSupport Restarted both and still having same issues. Footage I just shot today will transfer. Just older footage won’t.
AppleSupport: @808562 Are the older files in iCloud Photo Library by chance?
Customer: @AppleSupport Yeah they are. Any way for me to get a hold of them?
AppleSupport: @808562 Thank you. If you have the optimize storage on in the iCloud photo library, the files may need to download first. You can check that here: Settings &gt; Photos &gt; Optimize Phone Storage.
Customer: @AppleSupport How can I get them to download?
AppleSupport: @808562 The quickest and easiest way would probably be to download it straight to your Mac. This article can help: https://t.co/c8MyW0Qo56 

Follow the Photos and Videos section.

DM us if you still have questions. https://t.co/GDrqU22YpT",7,PHOTOS_DISAPPEARED,"Customers are reporting that their photos have vanished, are missing, or are not loading from their device's camera roll or photo library."
204,"Customer: @AppleSupport Why do my playlists start over? It seems like every time I connect to Bluetooth they reset.
AppleSupport: @815213 We'd be happy to look into this with you. Could you please confirm what device you're having this issue on?
Customer: @AppleSupport An iPhone X model A1901
AppleSupport: @815213 Thank you for confirming that for us. Could you please also confirm what iOS version you're running?
Customer: @AppleSupport 11.1.2
AppleSupport: @815213 We'd like to look into this further. Could you please DM us with what country you're located in and we'll continue. https://t.co/GDrqU22YpT",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
205,"Customer: @AppleSupport Hi, iPhone upgraded to latest iOS software 11.0.3 and now apps keep crashing and the clock alarm doesn’t work. Please help!!
AppleSupport: @549450 We know the importance of your alarms working &amp; your iPhone running smoothly. Please DM us letting us know when you updated. https://t.co/GDrqU22YpT
Customer: @AppleSupport I have messaged but no response so have DM again. This is reallly affecting my work as phone calls are also not working
Customer: @AppleSupport No calls are working. Please advise how I can undo software upgrade",10,IOS_UPDATE_PROBLEM,"All customers are reporting issues, bugs, or dissatisfaction specifically related to recent iOS software updates on their devices."
206,"Customer: Sadece 6000₺ olmasıyla değil, tam 6 saattir güncelleme yapamamasıyla ve açılamamasıyla da rekora koşan bir premium product yani bravo @115858 @AppleSupport ömrümüzü yedin bugün. https://t.co/j6Ll68Lpsy
AppleSupport: @154035 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",6,REQUEST_HUMAN_SUPPORT,"Customers are explicitly asking for help, contact, or assistance from a human agent, often expressing frustration with automated responses or seeking to escalate their issue."
207,AppleSupport: @388826 We can assist you with this. Click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT,4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
208,"Customer: @115858 @AppleSupport mi batería sigue sin durar nada! Estoy con 40% de batería por ver un vídeo en toda la mañana??? Por dios arregladloo!!
AppleSupport: @457781 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs",6,REQUEST_HUMAN_SUPPORT,"Customers are explicitly asking for help, contact, or assistance from a human agent, often expressing frustration with automated responses or seeking to escalate their issue."
209,"Customer: @AppleSupport why ever since I’ve updated my phone does “I️” show up as an “a” and a question mark?? In my predictive text and within apps
AppleSupport: @592178 Hey, we'd like to look closer into that predictive text issue. Can you send us a DM using the link below? https://t.co/GDrqU22YpT",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
210,"Customer: @AppleSupport Are there any issues in iOS 11 you’re still working out? I have had hesitation and stuttering playing music with Bluetooth and AirTunes since I upgraded.
AppleSupport: @269195 We'd like to look into this with you. What version of iOS 11 do you have installed? DM us. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
211,"Customer: @AppleSupport is this a real apple text? https://t.co/AWNEChn5Rn
AppleSupport: @708494 That appears to be phishing. Since this is a text message communication, we would recommend reaching out to your wireless provider for more details on how to report and prevent these phishing attempts.",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
212,"Customer: @AppleSupport HELP! Loud speaker doesn’t work on my phone anymore 😭😭😭
AppleSupport: @139206 We’d like to help get your speaker working again! Please confirm if this happens during calls only via DM. https://t.co/GDrqU2kzhr",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
213,"Customer: My Apple Watch doesn’t charge, help! I don’t know what to do! @115858 @AppleSupport
AppleSupport: @334329 We don't like to hear your Watch isn't charging! Let's look into this. What model of Apple Watch do you have?
Customer: @AppleSupport Series 1
AppleSupport: @334329 How are you charging the device? Does the cable appear damaged?
Customer: @AppleSupport With the original charger. There is nothing wrong with the cable.
AppleSupport: @334329 Let's work through the steps here: https://t.co/WIvZlsk5oQ https://t.co/GDrqU22YpT
Customer: @AppleSupport I already try all this but appears the message “that charging with this accessory isn't supported”.
AppleSupport: @334329 Thanks. Let us know if the device has been restarted, please.
Customer: @AppleSupport Yes, but still not charging
AppleSupport: @334329 We want to look further into this issue. Reach us via DM to continue. https://t.co/GDrqU2kzhr",16,APPLE_WATCH_ISSUE,"All conversations involve customers reporting specific technical problems, bugs, or malfunctions with their Apple Watch devices and seeking assistance to resolve them."
214,"Customer: @AppleSupport problems with ios 11 and notifications and connecting with WhatsApp.
AppleSupport: @500435 Let's look at this together! Could you tell us which Apple device and iOS version you're using?
Customer: @AppleSupport Updated and restarted iPhone, looks fine now!
AppleSupport: @500435 Awesome! Thank you for keeping us updated. If you need any additional support, please let us know.",0,MESSAGE_NOTIFICATION_PROBLEM,"Customers are reporting issues with receiving or displaying notifications for text messages and other apps, often citing specific iOS versions as the cause."
215,"Customer: iOS 11 keeps freezing. Get your shit together @115858 @AppleSupport
AppleSupport: @499252 We'd like to help! Please send us a DM with more details, and we'll get started. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
216,"Customer: poor support from @AppleSupport today trying to get my AirPods fixed 👎
AppleSupport: @273073 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
Customer: @AppleSupport Love the fact you say you’re there to help, then DM me to say go back to the Support person I was having problems with before. That’s really not helpful! 😡",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
217,"Customer: @AppleSupport my MacBook has these issues but it didn’t start until 1 month after the cutoff date and now no one will help me. https://t.co/HBvhL83CxO
AppleSupport: @597056 We appreciate you reaching out. So that we can look into this further, use the link below to DM us, and we’ll take it from there. https://t.co/GDrqU22YpT",17,MACBOOK_GENERAL_ISSUE,"All conversations involve customers reporting unspecified technical problems or malfunctions with their Mac or MacBook devices, prompting support to request further details via DM."
218,"AppleSupport: @818128 We'd like to help any way we can. DM us and we can work from there. https://t.co/GDrqU22YpT
Customer: @AppleSupport @818128 Seriously terrible support from apple. No one is even bothered to reply @116333
Customer: @708505 @AppleSupport @818128 @116333 exactly. when i told them our problem detailed, they ignored. prob- didn’t know wht 2 do
Customer: @245217 @708505 @AppleSupport @116333 @245217 @116333 honestly they should call it terrible-@AppleSupport! My advice is to upgrade to Google pixel 2xl, one plus 5 or Samsung Note 8, REALLY GOOD 👍",10,IOS_UPDATE_PROBLEM,"All customers are reporting issues, bugs, or dissatisfaction specifically related to recent iOS software updates on their devices."
219,"AppleSupport: @61121 We're here to help. What happens when you try to update your apps? Do you receive any error messages?
Customer: @AppleSupport My iPhone 7 battery drains easily even when I am not using it. I already turned on the low battery function of my phone. Still issue persist
AppleSupport: @185124 We're happy to assist you. DM us your complete software version from Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
220,"Customer: @AppleSupport I want to know whether my Mac stores Time Machine backups when I don't backup for periods of time??
AppleSupport: @162331 We're here for you. Your Mac will store your Time Machine backups even if you're not creating them regularly.
Customer: @AppleSupport Is there a limit on that?
AppleSupport: @162331 Oldest backups are deleted when the backup disk is full. Here’s more info on Time Machine backups: https://t.co/aT16GG0KcX
Customer: @AppleSupport I meant: is there a limit on my Mac storing the backups on the internal HDD till it can backup to my external disk?
Customer: @AppleSupport Thanks, but I already found a link to that https://t.co/Dfb4uSZ5ju",17,MACBOOK_GENERAL_ISSUE,"All conversations involve customers reporting unspecified technical problems or malfunctions with their Mac or MacBook devices, prompting support to request further details via DM."
221,"Customer: My phone is becoming really slow at processing anything pls help @AppleSupport
AppleSupport: @755842 We'd love to help with this. DM us more details about the issues you're seeing with slowness. Please make sure to include which exact version of the operating system and which model of iPhone you're using, and we'll get started. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
222,"Customer: @AppleSupport phone keeps freezing after the last update along with multiple other issues... sort it please 😡
Customer: @AppleSupport Any chance of you actually responding to my complaint? Can’t open an app without it freezing!
AppleSupport: @307600 We apologize for the delay, but we'd love to help! Does it happen with one app or is it random? Let us know in DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport Done. Sort it ASAP please, it’s absolutely ruined my phone and it’s the only method of communication I have! 😡
AppleSupport: @307600 We've gotten your DM and will continue working with you there. Keep an eye out for our reply.",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
223,"Customer: @AppleSupport why is the icon missing? I've deleted and rebackup gives no difference. https://t.co/dGMT7gsGr8
AppleSupport: @499895 Let's check it out together! Which iPhone and iOS version are you using?
Customer: @AppleSupport iPhone 8 plus with iOS 11.1
AppleSupport: @499895 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
Customer: @AppleSupport I've DM already",9,IOS_11_BUG_REPORT,"Customers are reporting specific issues with iOS 11, and support agents are verifying the exact software version to determine if a recent update resolves the problem."
224,"Customer: So, recently I have noticed this on a bunch of my songs. There seems to be a glitch on the cover of songs. @AppleSupport https://t.co/S4qpXDxUEM
AppleSupport: @394453 That is definitely a strange one. Does the issue persist after restarting your device? What iOS version are you on?
Customer: @AppleSupport I have not tried powering the device off by myself yet, but my phone has died in the middle of the night when I forget to plug it in.
Customer: @AppleSupport And I’m up to date with the latest iOS 11 installment
AppleSupport: @394453 Try restarting your device and see if the issue persists. Here is how to do that: https://t.co/OWRDHWSt4h",12,APPLE_MUSIC_PROBLEM,"All conversations involve customers reporting that the Apple Music service or app is not functioning correctly, prompting support to investigate specific technical issues."
225,"Customer: That last iPhone update is horrendous. Everything quits every second. Ugh! @AppleSupport
AppleSupport: @379723 Have your device performing as expected is crucial. We'd be happy to look into this with you. Can you provide us which iOS version is on your device? This can be located in Settings &gt; General &gt; About &gt; Version.
Customer: @AppleSupport I have 11.1.2 installed.
AppleSupport: @379723 Thanks for confirming that. Can you provide us details of the issue you're experiencing?
Customer: @AppleSupport When I try to open almost any app like twitter or the New York Times it looks like it’s loading and then quits. I have restarted my phone at least five times this morning.
Customer: @AppleSupport It also does something strange when my phone restarts. It goes to the white Apple screen, flashes, goes black and then restarts.
AppleSupport: @379723 Got it. Let's look into this in DM here: https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
226,"AppleSupport: @297376 Let us know which watchOS version you're using in DM, and we'll continue working together there. https://t.co/GDrqU22YpT
Customer: @AppleSupport @297376 I have the same issue. Watch 2.0 OS 4.0
AppleSupport: @297377 We'd love to help with this. Does a restart of your Apple Watch and iPhone help? Is this happening with only one application?
Customer: @AppleSupport Nope. Just the twitter app. Started happening when twitter discontinued their watch app.
AppleSupport: @297377 Got it. Does the app still appear in the Apple Watch app under 'Installed on Apple Watch'? Let us know in DM: https://t.co/GDrqU22YpT
Customer: @AppleSupport @297376 Yoooo Apple support I need a quick fix please since y’all took off #TapToTweet 😒",16,APPLE_WATCH_ISSUE,"All conversations involve customers reporting specific technical problems, bugs, or malfunctions with their Apple Watch devices and seeking assistance to resolve them."
227,"Customer: @AppleSupport The guy that ""helped"" me today was hostile, and didn't help.
AppleSupport: @158615 That's certainly not the experience that we want you to have. Please send us a DM and tell us more about what happened. Be sure to include where you were speaking with him. If it was in a store, please include the location and time you were there. https://t.co/GDrqU22YpT",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
